Team,HS,AS,HST,AST,HC,AC,HO,AO,HY,AY,HR,AR,WinStreakHome,LossStreakHome,WinStreakAway,LossStreakAway,HomeTeamForm,AwayTeamForm
Zaragoza,12.4,13.6,4.6,4.4,6.4,3.0,0.0,0.0,2.2,3.4,0.4,0.2,0.4,0.6,2.0,0.6,4.6,6.2
Sociedad,11.4,12.6,3.2,4.2,3.2,5.0,0.0,0.0,2.6,3.2,0.0,0.2,0.2,1.0,0.8,1.2,3.6,4.4
Canvey Island,10.8,11.4,6.0,6.4,7.2,7.0,0.0,0.0,1.6,3.2,0.0,0.2,1.2,1.2,2.0,0.2,3.2,6.2
Gravesend,7.4,7.2,2.4,5.2,5.0,6.0,0.0,0.0,1.2,2.0,0.0,0.2,0.2,1.2,2.2,0.2,5.0,6.2
Treviso,10.4,7.8,5.8,4.2,4.8,4.8,0.0,0.0,0.8,1.6,0.0,0.0,1.0,5.0,0.4,0.8,6.8,4.0
Gimnastic,11.8,9.0,3.4,4.2,4.8,2.4,0.0,0.0,2.6,3.4,0.0,0.4,0.8,0.6,0.4,1.6,6.8,3.2
Offenbach,10.4,10.6,6.2,7.4,4.0,2.6,0.0,0.0,1.2,2.8,0.0,0.0,0.8,0.4,0.6,1.4,5.2,3.0
Essen,15.8,10.8,7.6,6.8,7.8,2.6,0.0,0.0,2.8,1.6,0.0,0.0,0.6,0.8,0.4,1.6,5.6,4.0
FC Koln,13.2,10.4,3.2,4.0,6.2,4.8,0.0,0.0,0.8,1.8,0.0,0.0,0.4,1.0,1.2,0.6,3.4,4.4
Villarreal,14.2,8.6,5.4,3.0,6.4,4.8,0.0,0.0,1.6,3.2,0.2,0.0,1.6,0.2,0.2,1.0,5.6,4.8
Juventus,16.8,10.2,6.4,2.6,6.4,4.8,0.0,0.0,0.8,3.0,0.2,0.0,2.8,0.2,0.2,3.6,1.0,4.4
Fiorentina,15.8,10.6,4.6,2.4,4.6,5.0,0.0,0.0,1.8,2.6,0.2,0.0,2.4,0.0,0.6,1.2,3.8,6.2
Dartford,7.0,8.4,3.8,3.6,3.8,4.6,0.0,0.0,1.8,1.0,0.0,0.0,2.4,0.6,0.4,1.6,3.0,4.2
Nuneaton Town,9.4,11.4,3.4,6.0,5.4,6.0,0.0,0.0,1.8,0.8,0.2,0.0,1.2,1.6,0.6,1.2,6.0,5.0
Heracles,11.4,11.2,4.0,4.4,4.2,4.4,0.0,0.0,2.2,1.6,0.0,0.0,2.4,0.2,0.2,1.4,3.8,4.0
Lorca,15.6,9.6,6.8,3.2,5.2,5.4,0.0,0.0,1.6,2.4,0.0,0.4,3.0,0.0,0.0,2.2,4.8,3.6
VVV Venlo,10.2,11.2,4.6,2.8,3.2,5.0,0.0,0.0,2.4,2.2,0.2,0.2,0.6,0.6,0.4,1.4,6.6,2.4
Guingamp,14.2,9.0,3.4,2.8,6.0,3.8,0.0,0.0,2.0,1.4,0.2,0.4,1.8,0.2,0.4,1.8,3.8,2.4
Kerkyra,11.0,6.8,4.8,3.8,5.6,4.0,0.0,0.0,2.2,2.0,0.0,0.2,3.2,0.4,0.8,4.2,4.6,3.6
Greuther Furth,11.4,11.8,4.2,3.8,7.0,4.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,1.2,1.4,0.2,4.8,6.0
Groningen,13.8,10.6,5.0,2.0,5.0,5.4,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.6,0.2,6.4,5.0,1.6
Regensburg,15.8,10.8,5.2,5.8,6.8,4.8,0.0,0.0,1.6,2.0,0.0,0.2,0.4,0.8,0.6,0.4,5.4,4.2
Troyes,9.8,16.4,4.8,6.8,4.2,7.2,0.0,0.0,1.4,1.2,0.4,0.2,0.4,3.2,1.0,0.4,6.4,6.0
Sevilla B,11.4,12.2,4.8,5.2,3.2,5.4,0.0,0.0,2.8,3.0,0.0,0.2,1.2,1.2,0.4,4.4,6.4,2.6
Akhisar Belediyespor,8.4,7.2,3.2,1.8,3.4,4.2,0.0,0.0,2.4,3.0,0.2,0.4,2.2,0.0,0.0,6.2,4.0,2.6
AEK,7.6,7.8,3.8,4.4,2.2,5.4,0.0,0.0,2.0,3.2,0.2,0.2,2.6,0.2,0.2,1.4,3.6,6.0
Apollon,12.2,9.4,7.8,5.0,4.8,6.8,0.0,0.0,2.2,2.6,0.0,0.0,1.8,1.4,1.0,8.2,4.2,3.0
Osmanlispor,10.0,7.2,4.6,2.2,6.0,4.8,0.0,0.0,2.4,1.6,0.2,0.2,3.8,1.2,0.2,1.4,2.8,4.2
Goztep,12.6,7.6,4.6,2.4,4.6,3.4,0.0,0.0,1.8,4.2,0.0,0.4,1.0,0.4,0.4,0.8,4.4,3.4
Feirense,13.2,6.6,5.4,4.0,7.2,5.8,0.0,0.0,1.2,2.8,0.0,0.0,2.4,0.0,0.0,3.0,3.8,2.4
Erzgebirge Aue,14.0,10.2,5.8,2.4,3.6,3.8,0.0,0.0,2.2,2.4,0.0,0.4,0.6,0.4,0.6,4.4,5.2,3.4
Dumbarton,9.2,9.6,3.0,4.8,7.6,4.4,0.0,0.0,2.2,2.8,0.2,0.0,0.0,2.0,3.0,0.0,4.4,5.2
Girona,10.8,12.4,4.8,5.8,4.4,5.0,0.0,0.0,3.2,3.4,0.2,0.6,0.4,1.0,0.8,1.6,5.0,4.8
Sp Braga,14.8,10.4,4.6,3.0,5.4,3.8,0.0,0.0,2.2,3.0,0.0,0.4,1.6,0.8,1.4,1.6,3.6,6.4
Dresden,12.2,9.8,4.2,4.4,5.0,4.2,0.0,0.0,1.8,2.2,0.2,0.0,0.0,3.2,2.8,0.4,7.2,5.2
Ayr,10.0,11.4,5.4,4.2,6.2,4.8,0.0,0.0,1.2,1.0,0.4,0.2,0.6,0.8,0.6,0.6,4.8,5.6
Beerschot VA,16.4,13.8,5.6,5.2,7.0,5.0,0.0,0.0,2.8,1.6,0.0,0.0,0.8,0.6,0.6,0.8,5.6,3.8
Cadiz,11.2,10.8,4.4,5.2,4.6,3.4,0.0,0.0,2.2,3.0,0.0,0.4,0.4,1.0,2.2,1.4,4.2,5.0
Giannina,7.4,9.0,3.4,3.6,4.4,4.4,0.0,0.0,2.2,3.4,0.0,0.4,0.4,0.8,0.4,2.8,4.4,2.4
FC Edinburgh,12.0,10.2,5.8,4.4,5.2,4.2,0.0,0.0,1.2,2.6,0.2,0.2,1.2,0.4,1.0,0.8,3.2,4.2
Bonnyrigg Rose,9.0,7.2,4.0,2.2,4.4,3.6,0.0,0.0,2.4,2.2,0.0,0.2,2.4,0.0,0.0,2.2,4.2,3.8
Buyuksehyr,12.8,13.0,2.2,6.0,4.2,4.8,0.0,0.0,1.6,2.2,0.0,0.0,1.2,0.6,0.6,2.4,3.0,4.0
Ionikos,11.2,8.4,3.4,3.2,5.0,3.8,0.0,0.0,3.2,4.0,0.0,0.2,0.6,0.6,0.4,2.2,4.8,3.2
Seraing,14.8,10.2,4.2,3.0,6.6,5.8,0.0,0.0,1.8,3.0,0.2,0.2,0.4,0.8,1.6,0.8,5.6,4.4
Nijmegen,14.8,13.4,6.4,3.4,5.8,4.0,0.0,0.0,1.2,2.2,0.2,0.0,2.6,0.2,0.2,3.2,4.2,3.8
Vizela,13.0,10.2,5.0,4.4,5.6,2.4,0.0,0.0,2.4,3.4,0.0,0.4,1.0,0.2,0.4,4.8,4.2,2.2
Kaiserslautern,16.0,13.8,5.2,6.4,6.2,3.6,0.0,0.0,2.4,2.0,0.2,0.0,0.2,1.4,0.8,0.8,6.6,4.2
Cove Rangers,8.4,8.6,4.2,3.4,5.2,4.4,0.0,0.0,1.4,2.0,0.0,0.2,4.8,0.4,0.6,1.4,3.4,5.6
Elgin,12.8,9.8,6.0,3.8,4.8,4.6,0.0,0.0,2.8,2.4,0.0,0.0,1.6,0.0,0.0,3.0,5.4,3.4
Cremonese,14.8,13.8,6.2,4.4,6.6,6.8,0.0,0.0,2.4,2.0,0.4,0.0,1.2,1.2,1.2,0.8,4.8,5.2
Tenerife,14.2,9.4,4.6,3.0,7.4,3.4,0.0,0.0,2.0,2.6,0.2,0.0,0.6,1.0,0.6,0.6,6.8,4.4
Levadeiakos,10.8,11.6,4.2,4.8,5.2,5.8,0.0,0.0,2.0,3.0,0.0,0.2,1.0,1.0,1.6,2.0,5.0,4.8
Panetolikos,6.4,4.8,4.2,1.2,3.0,3.0,0.0,0.0,1.2,2.2,0.0,0.2,2.6,0.2,0.2,1.4,5.2,3.4
Rodez,13.0,8.2,4.2,3.2,5.8,4.8,0.0,0.0,2.0,1.8,0.2,0.4,2.0,0.4,0.0,1.6,4.8,4.4
Burgos,11.0,11.6,3.4,3.8,3.2,4.6,0.0,0.0,2.0,1.0,0.0,0.0,0.2,0.8,0.6,3.0,4.8,3.2
AZ Alkmaar,13.6,12.2,5.2,4.6,4.0,4.2,0.0,0.0,1.0,1.6,0.2,0.0,3.0,0.8,1.0,2.8,2.2,4.4
Ascoli,15.8,16.8,3.8,6.4,4.4,4.8,0.0,0.0,2.6,2.8,0.2,0.0,0.6,1.2,1.0,0.2,4.2,4.6
Cosenza,15.0,10.0,4.6,4.6,4.0,6.2,0.0,0.0,1.8,3.8,0.0,0.2,1.8,0.2,0.4,2.4,3.6,4.8
Clyde,6.8,8.8,2.2,3.0,5.4,5.4,0.0,0.0,2.0,2.2,0.0,0.0,0.6,2.0,0.8,1.4,6.4,3.8
Cambuur,16.4,13.6,4.6,4.0,7.6,4.4,0.0,0.0,1.2,2.2,0.2,0.2,1.0,1.0,2.4,0.4,4.6,5.4
Excelsior,11.2,14.4,4.4,4.0,3.6,5.2,0.0,0.0,1.0,2.0,0.0,0.2,2.2,0.4,0.8,4.8,5.0,1.6
Wolfsburg,16.0,10.8,5.4,4.0,7.4,3.8,0.0,0.0,0.6,2.2,0.0,0.0,4.4,0.0,0.0,4.2,3.0,4.2
Alloa,9.0,8.4,3.0,3.2,6.8,4.6,0.0,0.0,0.8,2.0,0.2,0.0,1.0,0.4,1.4,1.4,4.0,3.8
Parma,16.2,12.0,5.0,4.6,8.0,4.6,0.0,0.0,1.6,2.0,0.4,0.2,3.2,0.2,0.0,2.8,2.6,3.0
Como,10.2,14.4,4.4,4.6,4.4,4.8,0.0,0.0,2.6,1.8,0.2,0.2,0.4,0.6,1.2,0.4,4.8,6.4
Ajaccio,12.6,9.4,3.8,3.0,4.4,3.2,0.0,0.0,1.4,2.2,0.2,0.2,1.2,0.4,0.4,3.2,4.2,3.2
Lecco,16.6,13.2,6.0,6.2,4.4,4.6,0.0,0.0,2.2,1.4,0.0,0.0,1.2,0.4,0.8,1.6,5.6,4.2
Pisa,16.2,13.2,5.2,5.0,4.6,2.6,0.0,0.0,3.0,3.8,0.4,0.4,0.0,1.2,1.0,1.0,4.4,4.6
Stuttgart,14.6,10.4,6.6,4.2,5.4,4.4,0.0,0.0,2.0,1.8,0.0,0.2,1.8,0.8,0.6,1.4,4.0,4.0
Xerez,11.2,12.2,4.0,4.8,5.4,5.2,0.0,0.0,2.2,2.6,0.0,0.8,3.0,0.2,0.2,4.6,4.0,2.4
Catania,12.4,12.4,5.2,3.8,3.4,3.6,0.0,0.0,2.2,2.4,0.0,0.0,2.6,0.0,0.0,4.8,4.6,2.4
Avellino,9.6,9.4,5.2,4.0,3.4,5.6,0.0,0.0,2.0,2.4,0.0,0.4,2.4,0.2,0.6,2.2,3.2,4.2
Carpi,10.8,9.8,3.8,3.6,4.4,4.4,0.0,0.0,1.8,3.0,0.2,0.2,0.2,2.0,1.4,0.0,5.8,4.0
Pro Vercelli,10.8,10.6,5.2,4.2,6.0,3.4,0.0,0.0,1.8,2.4,0.2,0.2,0.8,0.6,0.8,5.2,5.0,2.4
Virtus Entella,14.0,11.2,4.4,4.2,5.2,3.6,0.0,0.0,2.6,3.6,0.2,0.0,0.0,2.2,3.4,0.0,5.4,6.4
Padova,13.2,11.0,4.4,4.6,6.2,4.4,0.0,0.0,2.4,3.4,0.0,0.2,0.8,0.8,0.4,4.0,4.8,2.8
Crotone,11.0,11.4,4.8,4.4,4.2,5.0,0.0,0.0,1.8,2.8,0.0,0.2,1.4,1.0,0.4,1.2,5.0,3.8
Verona,14.4,9.2,3.6,3.0,4.8,4.8,0.0,0.0,1.6,2.4,0.2,0.2,3.2,1.0,0.2,3.0,4.2,2.2
Peterhead,10.8,9.0,4.4,3.4,6.8,4.2,0.0,0.0,2.2,2.4,0.0,0.2,1.2,1.2,0.6,1.6,5.8,4.2
Utrecht,15.4,13.6,6.2,4.6,4.4,4.2,0.0,0.0,1.2,2.6,0.2,0.2,2.6,0.2,0.6,2.8,4.0,4.2
Vitesse,13.4,16.0,4.6,5.8,6.4,5.6,0.0,0.0,0.6,1.2,0.4,0.4,1.2,0.6,1.0,1.0,4.0,2.8
For Sittard,21.4,11.0,7.6,4.0,7.0,2.8,0.0,0.0,0.8,0.6,0.0,0.0,3.6,0.2,0.0,5.8,3.2,1.4
Salernitana,11.0,12.2,3.8,3.4,5.0,3.8,0.0,0.0,2.2,2.6,0.4,0.2,0.2,1.6,1.4,0.2,6.6,4.8
Besiktas,14.2,10.4,4.4,3.4,7.4,4.0,0.0,0.0,3.0,2.4,0.4,0.2,3.2,0.2,0.6,3.0,1.4,3.8
Nancy,9.4,11.2,3.0,6.0,4.8,4.6,0.0,0.0,1.4,1.4,0.0,0.2,0.6,1.0,1.0,0.6,5.6,5.2
Dunkerque,10.8,9.0,4.6,2.2,6.2,4.2,0.0,0.0,1.4,2.2,0.2,0.2,1.0,1.2,0.4,1.6,6.2,3.8
Gil Vicente,14.6,10.8,4.4,3.4,6.2,6.2,0.0,0.0,2.2,3.0,0.0,0.0,3.2,0.2,0.2,3.2,3.6,1.8
Stirling,11.0,8.6,5.4,3.0,7.6,3.4,0.0,0.0,1.4,2.4,0.2,0.6,4.0,0.2,0.2,1.4,3.8,4.4
Reggiana,13.6,14.4,4.4,4.8,4.8,2.8,0.0,0.0,3.8,2.0,0.4,0.2,1.6,0.8,0.8,2.0,4.6,6.0
Go Ahead Eagles,19.4,9.2,5.8,3.0,6.4,3.2,0.0,0.0,1.0,1.6,0.0,0.0,2.6,0.8,0.0,4.8,4.6,1.8
Alanyaspor,12.4,9.2,5.6,3.8,5.0,4.8,0.0,0.0,2.6,2.6,0.0,0.0,0.8,0.4,0.2,1.4,2.4,4.4
Heerenveen,14.4,10.6,4.4,4.0,7.2,4.8,0.0,0.0,1.4,1.2,0.2,0.0,1.4,0.6,0.2,1.8,4.6,4.2
Lugo,13.8,12.4,3.2,4.2,8.0,4.6,0.0,0.0,1.8,2.6,0.0,0.0,0.0,2.4,0.8,0.2,6.4,3.8
Alcorcon,12.0,8.2,3.6,3.0,4.4,4.8,0.0,0.0,2.6,3.0,0.0,0.2,0.2,1.0,0.8,3.6,4.4,2.4
Amorebieta,11.2,8.4,3.2,3.0,4.2,4.4,0.0,0.0,1.8,1.4,0.2,0.4,1.6,0.4,0.0,9.0,3.8,2.2
PAOK,11.0,8.4,4.8,4.2,4.2,3.8,0.0,0.0,2.4,3.6,0.2,0.0,1.8,0.8,1.2,0.8,2.6,5.4
Kayserispor,13.4,9.6,5.4,4.2,6.4,5.0,0.0,0.0,2.2,1.8,0.2,0.2,1.4,0.0,0.4,1.0,3.4,4.6
Brest,16.4,7.6,6.6,3.6,5.6,3.2,0.0,0.0,1.8,3.0,0.0,0.0,2.8,0.2,0.4,1.6,3.0,5.2
Sudtirol,11.0,12.0,4.2,2.8,4.6,5.2,0.0,0.0,2.8,2.8,0.2,0.4,1.6,0.0,0.2,2.4,5.2,3.4
Istanbulspor,9.0,16.4,3.8,6.2,5.4,5.8,0.0,0.0,1.4,1.4,0.0,0.0,0.0,2.2,0.8,2.4,5.8,3.0
FeralpiSalo,14.4,9.0,3.0,5.0,5.2,3.4,0.0,0.0,1.6,2.4,0.0,0.0,1.4,1.4,2.0,0.2,6.0,5.8
Catanzaro,12.2,14.6,4.8,4.0,4.2,4.2,0.0,0.0,1.8,2.2,0.2,0.0,3.0,0.0,0.4,1.4,3.0,4.4
Belenenses,11.4,10.6,4.2,4.0,7.4,7.0,0.0,0.0,2.0,1.0,0.2,0.2,3.2,1.0,0.2,1.8,5.0,2.2
St. Gilloise,9.8,9.8,4.0,2.8,5.0,4.0,0.0,0.0,2.4,1.8,0.0,0.4,6.0,0.4,1.4,1.6,2.2,5.8
Waregem,13.8,16.2,4.4,7.8,4.4,6.0,0.0,0.0,2.8,1.8,0.0,0.2,3.2,1.2,1.0,0.6,5.2,6.0
Gent,10.6,12.0,5.2,5.0,4.0,6.0,0.0,0.0,1.8,2.6,0.0,0.0,1.2,1.2,0.2,4.0,5.4,3.6
Antwerp,11.6,12.0,5.6,5.4,4.8,4.6,0.0,0.0,3.0,2.4,0.0,0.6,5.8,0.6,1.2,0.4,2.6,6.6
Farsley,13.6,8.0,7.6,3.4,6.2,5.6,0.0,0.0,1.6,2.2,0.0,0.0,1.2,0.2,0.8,3.8,5.2,3.2
Cottbus,15.6,12.2,7.2,6.8,4.8,2.6,0.0,0.0,2.6,1.8,0.0,0.0,0.6,0.6,0.6,0.8,3.6,5.2
Nurnberg,10.8,15.2,3.0,4.6,4.2,5.6,0.0,0.0,2.6,3.0,0.2,0.0,0.2,2.2,0.6,1.2,7.2,4.6
Lokeren,9.2,11.6,3.2,5.2,3.6,6.8,0.0,0.0,1.0,1.6,0.2,0.2,0.2,2.6,2.2,1.2,6.0,5.2
Asteras Tripolis,11.0,8.0,5.2,1.4,6.0,3.6,0.0,0.0,1.8,4.2,0.0,0.2,2.2,0.2,0.0,5.6,3.6,1.0
Atromitos,7.2,9.8,2.6,5.4,5.2,3.0,0.0,0.0,1.6,2.6,0.0,0.0,0.4,1.0,0.6,0.4,3.4,4.8
Stenhousemuir,7.8,9.6,3.4,3.2,6.2,5.6,0.0,0.0,1.8,2.2,0.0,0.2,1.6,1.0,1.4,0.2,4.6,6.0
Osnabruck,19.4,10.0,6.2,4.4,6.0,6.2,0.0,0.0,2.0,2.6,0.2,0.2,0.6,2.0,0.4,2.2,6.4,3.0
Yeni Malatyaspor,11.2,6.6,5.2,4.8,5.2,4.0,0.0,0.0,2.2,2.2,0.2,0.2,1.2,0.6,0.2,3.4,5.0,2.0
Tondela,9.2,9.8,4.2,4.0,4.8,6.6,0.0,0.0,2.2,2.0,0.0,0.2,3.4,0.6,0.6,0.6,4.0,3.6
Sivasspor,9.2,10.0,4.0,3.6,3.8,4.0,0.0,0.0,1.6,2.2,0.0,0.0,1.4,0.8,1.0,0.4,1.8,4.0
Genclerbirligi,10.4,11.6,5.2,4.6,5.0,5.6,0.0,0.0,1.8,1.6,0.0,0.0,1.6,0.8,0.4,6.0,5.0,1.2
Willem II,12.6,14.6,6.0,3.2,3.8,4.6,0.0,0.0,1.0,2.2,0.2,0.0,2.2,0.2,0.4,3.0,3.6,3.2
Club Brugge,14.4,12.4,5.8,6.2,5.2,4.0,0.0,0.0,2.2,1.8,0.2,0.0,10.2,0.4,0.2,1.4,3.8,5.8
Juve Stabia,12.4,14.4,4.6,5.8,5.0,6.0,0.0,0.0,3.0,4.2,0.4,0.2,2.0,0.6,0.2,4.4,5.4,3.2
Anderlecht,13.8,12.0,6.0,4.6,6.4,3.8,0.0,0.0,1.0,1.4,0.4,0.0,2.4,0.6,0.2,3.0,4.0,3.6
Lamia,10.6,8.4,4.8,2.8,6.8,6.0,0.0,0.0,1.4,3.0,0.0,0.0,1.4,0.4,0.2,1.0,3.6,4.6
Kifisia,17.0,9.2,7.2,4.8,6.6,5.6,0.0,0.0,3.2,4.0,0.4,0.4,4.0,0.8,0.0,3.2,4.6,2.6
Albacete,13.6,10.4,5.2,3.6,4.4,4.8,0.0,0.0,1.6,2.4,0.0,0.0,0.6,0.4,0.2,1.4,5.2,3.6
Messina,11.8,11.4,6.0,4.4,6.2,5.0,0.0,0.0,3.2,2.8,0.2,0.2,1.0,1.0,0.6,6.4,6.0,2.8
Munich 1860,11.6,12.2,8.0,7.4,4.6,4.8,0.0,0.0,2.0,2.0,0.0,0.0,1.0,0.8,0.2,1.6,6.4,3.4
AFC Telford United,13.8,9.2,7.2,3.6,5.6,3.4,0.0,0.0,1.0,2.0,0.0,0.0,1.6,0.2,0.0,1.6,5.6,4.2
Darmstadt,16.2,12.2,5.2,3.0,6.8,3.6,0.0,0.0,1.2,3.4,0.0,0.2,1.2,1.0,1.0,0.6,4.4,4.8
Heidenheim,17.0,11.8,4.8,4.6,4.8,3.4,0.0,0.0,1.6,1.6,0.0,0.2,0.4,1.2,1.0,2.4,4.0,3.0
Sandhausen,17.6,10.2,7.0,3.6,6.0,5.4,0.0,0.0,1.6,1.8,0.0,0.2,0.8,0.6,0.4,2.2,5.0,4.0
Famalicao,11.0,10.8,4.2,4.6,3.6,5.2,0.0,0.0,3.2,3.0,0.2,0.2,2.6,0.4,0.8,1.6,3.4,3.6
Karagumruk,16.2,10.4,5.8,3.6,6.0,5.2,0.0,0.0,1.6,1.6,0.2,0.4,2.2,0.0,0.2,1.0,4.0,4.6
Ad. Demirspor,15.2,14.8,5.4,4.4,7.8,4.4,0.0,0.0,2.0,1.4,0.0,0.0,2.6,0.4,0.4,2.6,3.8,4.2
Kelty Hearts,8.4,7.8,4.0,3.6,5.4,5.6,0.0,0.0,1.4,2.0,0.0,0.0,1.0,0.2,0.6,2.4,2.4,3.6
Villarreal B,13.4,10.0,5.0,3.6,5.6,4.2,0.0,0.0,1.6,2.4,0.0,0.2,1.6,0.0,0.0,3.6,4.8,3.6
Andorra,11.2,9.4,4.4,2.6,4.8,4.4,0.0,0.0,1.6,2.4,0.0,0.0,1.6,0.2,0.2,1.2,4.0,3.0
Annecy,9.0,8.6,2.8,2.0,4.2,3.2,0.0,0.0,2.4,3.4,0.0,0.4,0.2,0.8,0.8,1.6,4.6,4.2
Eldense,12.4,9.4,4.8,2.4,4.8,3.4,0.0,0.0,1.4,2.2,0.0,0.0,2.2,0.0,0.0,3.6,4.6,3.6
Konyaspor,12.4,11.0,4.2,3.6,4.0,3.6,0.0,0.0,1.8,2.0,0.0,0.2,1.4,0.2,0.6,4.4,3.8,3.0
Arouca,11.6,8.0,4.8,4.2,5.2,3.8,0.0,0.0,2.2,2.2,0.0,0.2,1.6,0.6,0.8,1.6,2.0,4.4
Elversberg,15.2,15.0,5.8,3.8,4.2,5.0,0.0,0.0,2.4,2.8,0.0,0.2,2.0,0.2,0.2,1.8,4.4,2.8
RWD Molenbeek,14.0,13.6,5.6,5.2,5.6,4.2,0.0,0.0,1.4,1.8,0.0,0.2,2.6,2.4,1.8,1.8,4.8,4.0
Chambly,9.4,10.6,2.6,3.8,2.4,3.2,0.0,0.0,2.4,2.6,0.6,0.2,0.2,1.6,0.8,0.4,5.4,3.2
Waasland-Beveren,11.6,8.2,6.0,4.2,7.2,3.0,0.0,0.0,1.4,1.4,0.0,0.0,1.8,0.2,0.8,2.2,6.2,4.2
FC Emmen,16.6,14.6,6.2,4.0,5.8,4.2,0.0,0.0,1.4,1.6,0.0,0.0,1.6,0.8,0.0,5.2,5.2,1.4
Wurzburger Kickers,14.6,11.2,6.0,4.0,6.0,5.6,0.0,0.0,4.0,2.0,0.0,0.2,3.6,0.0,0.0,5.6,4.8,1.8
Pordenone,14.6,14.4,5.8,5.4,3.8,5.0,0.0,0.0,3.0,1.6,0.0,0.2,2.4,0.6,0.8,1.6,3.4,4.8
Monza,13.8,8.4,4.6,3.0,3.6,4.6,0.0,0.0,2.6,2.0,0.0,0.0,1.8,1.2,0.4,0.8,3.4,4.6
Giresunspor,12.4,13.8,4.2,5.6,3.0,4.0,0.0,0.0,1.6,2.4,0.0,0.0,0.8,0.4,0.6,1.0,4.6,4.4
Ibiza,12.4,10.6,5.8,3.6,6.0,5.2,0.0,0.0,2.8,3.0,0.4,0.0,0.6,1.2,0.4,0.8,5.8,3.2
Paderborn,14.6,9.2,4.8,5.4,5.8,3.6,0.0,0.0,2.0,2.4,0.0,0.0,1.2,2.4,0.4,1.2,6.0,3.2
Koblenz,13.4,10.6,8.2,6.2,5.8,3.2,0.0,0.0,2.4,3.0,0.0,0.0,1.8,0.0,0.2,1.4,4.4,3.8
Cordoba,13.4,9.8,4.8,4.4,5.8,3.8,0.0,0.0,2.0,2.6,0.0,0.0,0.8,0.8,1.0,3.4,4.8,2.4
Reus Deportiu,14.4,11.6,4.8,3.0,4.8,6.0,0.0,0.0,1.6,1.8,0.2,0.2,1.8,0.4,0.8,1.8,4.8,4.6
Kortrijk,14.0,8.8,5.8,3.6,6.8,4.0,0.0,0.0,1.4,2.0,0.2,0.2,0.8,0.2,0.2,1.4,6.2,4.4
Clermont,14.4,11.0,4.8,5.4,7.4,2.6,0.0,0.0,1.8,1.4,0.0,0.0,0.2,1.2,0.8,0.2,3.8,3.4
Hatayspor,13.0,10.0,3.2,3.6,5.8,5.4,0.0,0.0,2.8,1.4,0.0,0.0,1.2,0.4,1.0,0.4,3.8,4.6
Scarborough,13.2,7.2,6.4,4.2,9.0,4.6,0.0,0.0,0.6,1.4,0.0,0.0,0.6,1.4,0.6,0.4,5.0,5.6
Nacional,13.8,13.4,4.4,3.6,6.2,6.0,0.0,0.0,2.4,2.2,0.0,0.2,0.8,0.2,0.2,2.8,5.4,3.2
Boavista,10.8,10.6,3.8,2.8,3.8,5.4,0.0,0.0,2.0,1.6,0.0,0.0,1.4,0.2,0.8,1.8,4.6,5.2
Erzurum BB,14.6,10.6,6.0,4.0,5.4,5.8,0.0,0.0,3.2,3.0,0.2,0.8,4.6,0.4,0.4,1.6,4.6,5.4
Logrones,13.0,8.4,4.4,3.8,5.6,2.8,0.0,0.0,2.0,2.2,0.2,0.2,0.4,1.2,0.8,0.4,5.4,5.2
Cartagena,10.6,10.2,3.8,2.2,4.2,3.8,0.0,0.0,1.6,2.4,0.2,0.0,0.2,1.2,0.8,0.4,4.6,4.0
Novara,12.4,12.2,5.0,4.6,5.8,6.4,0.0,0.0,2.4,1.4,0.0,0.2,1.8,1.4,0.8,4.4,5.0,3.0
Tours,10.6,8.6,7.0,5.2,4.6,3.8,0.0,0.0,2.0,2.2,0.0,0.2,0.6,2.2,0.6,5.4,7.2,2.6
Orleans,12.0,12.2,5.6,5.6,5.6,5.0,0.0,0.0,2.0,2.4,0.0,0.4,1.0,1.2,1.0,1.0,4.4,4.6
Bourg Peronnas,10.0,7.0,5.2,2.8,5.2,5.2,0.0,0.0,2.4,2.0,0.0,0.2,1.8,0.2,0.0,1.8,4.2,3.6
Bursaspor,8.2,6.8,3.6,2.0,4.4,5.4,0.0,0.0,2.2,2.0,0.0,0.2,2.2,0.0,0.0,5.8,3.4,2.4
Quevilly Rouen,11.2,10.0,4.4,3.8,5.8,5.0,0.0,0.0,1.2,1.8,0.0,0.2,1.0,1.2,0.4,0.6,5.2,4.6
Rayo Majadahonda,13.8,10.8,3.4,4.0,3.8,3.6,0.0,0.0,2.6,3.0,0.0,0.0,1.0,0.6,0.4,2.2,5.2,3.0
Samsunspor,12.2,7.6,3.6,2.2,4.8,4.4,0.0,0.0,1.4,1.8,0.0,0.0,2.0,0.6,0.2,9.6,5.0,1.2
Almere City,17.0,10.8,7.2,3.4,5.2,4.2,0.0,0.0,1.4,2.0,0.2,0.0,3.0,1.8,0.2,3.6,4.4,2.2
Magdeburg,11.8,12.0,3.0,4.8,3.0,5.0,0.0,0.0,1.4,2.4,0.2,0.0,0.8,1.0,0.6,1.0,3.4,3.6
Unterhaching,16.2,15.4,8.6,9.6,6.0,5.8,0.0,0.0,2.0,3.0,0.0,0.0,1.8,0.2,0.0,4.0,5.6,2.6
Roda,14.0,16.6,4.0,5.8,5.0,7.0,0.0,0.0,0.6,1.4,0.0,0.2,2.8,0.8,0.6,2.0,5.0,2.2
